icon,similarity,confidence,primary_address,primary_name,primary_type,secondary_address,secondary_name,secondary_type,bb-,bbs,bb+,jmp-,jmps,jmp+
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B070,check_tuning,Normal,0010F170,check_tuning,Normal,0,11,0,0,17,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B100,hash_find_entry,Normal,0010F200,hash_find_entry,Normal,0,18,0,0,25,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B210,compute_bucket_size.isra.0,Normal,0010F310,compute_bucket_size.isra.0,Normal,0,22,0,0,33,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B350,transfer_entries,Normal,0010F450,transfer_entries,Normal,0,23,0,0,35,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B4F0,hash_get_max_bucket_length,Normal,0010F5F0,hash_get_max_bucket_length,Normal,0,9,0,0,14,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B550,hash_table_ok,Normal,0010F650,hash_table_ok,Normal,0,11,0,0,16,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B5C0,hash_print_statistics,Normal,0010F6C0,hash_print_statistics,Normal,0,14,0,0,23,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B720,hash_lookup,Normal,0010F820,hash_lookup,Normal,0,10,0,0,13,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B790,hash_get_first,Normal,0010F890,hash_get_first,Normal,0,8,0,0,10,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B7E0,hash_get_next,Normal,0010F8E0,hash_get_next,Normal,0,11,0,0,15,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B860,hash_get_entries,Normal,0010F960,hash_get_entries,Normal,0,8,0,0,11,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B8B0,hash_do_for_each,Normal,0010F9B0,hash_do_for_each,Normal,0,11,0,0,15,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B930,hash_string,Normal,0010FA30,hash_string,Normal,0,4,0,0,5,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B970,hash_reset_tuning,Normal,0010FA70,hash_reset_tuning,Normal,0,1,0,0,0,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010B990,hash_initialize,Normal,0010FA90,hash_initialize,Normal,0,7,0,0,10,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010BA90,hash_clear,Normal,0010FB90,hash_clear,Normal,0,14,0,0,21,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010BC30,hash_rehash,Normal,0010FD30,hash_rehash,Normal,0,13,0,0,20,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010BDC0,hash_insert_if_absent,Normal,0010FEC0,hash_insert_if_absent,Normal,0,31,0,0,47,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010BFE0,hash_insert,Normal,001100E0,hash_insert,Normal,0,6,0,0,7,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010C040,hash_remove,Normal,00110140,hash_remove,Normal,0,22,0,0,34,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010CFC0,i_ring_init,Normal,001103B0,i_ring_init,Normal,0,1,0,0,0,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010CFF0,i_ring_push,Normal,001103E0,i_ring_push,Normal,0,3,0,0,3,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010D030,i_ring_pop,Normal,00110420,i_ring_pop,Normal,0,4,0,0,4,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010D310,rpl_mbrtowc,Normal,00115EB0,rpl_mbrtowc,Normal,0,7,0,0,10,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010E2D0,openat_safer,Normal,00110460,openat_safer,Normal,0,5,0,0,6,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010E340,opendirat,Normal,001104D0,opendirat,Normal,0,5,0,0,6,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010E450,gettext_quote.part.0,Normal,001106D0,gettext_quote.part.0,Normal,0,17,0,0,28,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010F950,quotearg_n_options,Normal,00111BD0,quotearg_n_options,Normal,0,13,0,0,18,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010FCD0,quotearg_alloc_mem,Normal,00111F50,quotearg_alloc_mem,Normal,0,3,0,0,3,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010FDD0,quotearg_free,Normal,00112050,quotearg_free,Normal,0,8,0,0,11,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010FEE0,quotearg_n_style,Normal,00112160,quotearg_n_style,Normal,0,4,0,0,5,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,0010FF70,quotearg_n_style_mem,Normal,001121F0,quotearg_n_style_mem,Normal,0,4,0,0,5,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00110000,quotearg_style,Normal,00112280,quotearg_style,Normal,0,4,0,0,5,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00110090,quotearg_style_mem,Normal,00112310,quotearg_style_mem,Normal,0,4,0,0,5,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00110380,quotearg_n_style_colon,Normal,00112600,quotearg_n_style_colon,Normal,0,4,0,0,5,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00110420,quotearg_n_custom,Normal,001126A0,quotearg_n_custom,Normal,0,5,0,0,7,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001104C0,quotearg_n_custom_mem,Normal,00112740,quotearg_n_custom_mem,Normal,0,5,0,0,7,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00110560,quotearg_custom,Normal,001127E0,quotearg_custom,Normal,0,5,0,0,7,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00110600,quotearg_custom_mem,Normal,00112880,quotearg_custom_mem,Normal,0,5,0,0,7,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00110D00,fd_safer,Normal,00113620,fd_safer,Normal,0,3,0,0,2,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00110D50,version_etc_arn,Normal,00114010,version_etc_arn,Normal,0,21,0,0,30,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001111C0,version_etc_ar,Normal,00114480,version_etc_ar,Normal,0,4,0,0,6,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001111E0,version_etc_va,Normal,001144A0,version_etc_va,Normal,0,9,0,0,13,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00111280,version_etc,Normal,00114540,version_etc,Normal,0,9,0,0,13,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00111400,xnrealloc,Normal,00114720,xnrealloc,Normal,0,6,0,0,9,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001114A0,xrealloc,Normal,001147C0,xrealloc,Normal,0,5,0,0,7,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00111500,xreallocarray,Normal,00114820,xreallocarray,Normal,0,6,0,0,9,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00111540,xireallocarray,Normal,00114860,xireallocarray,Normal,0,6,0,0,8,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001115B0,xinmalloc,Normal,001148D0,xinmalloc,Normal,0,7,0,0,9,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001115F0,x2realloc,Normal,00114910,x2realloc,Normal,0,8,0,0,11,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00111670,x2nrealloc,Normal,00114990,x2nrealloc,Normal,0,11,0,0,16,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00111700,xpalloc,Normal,00114A20,xpalloc,Normal,0,20,0,0,32,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001119B0,xfts_open,Normal,00114CD0,xfts_open,Normal,0,5,0,0,6,0
